-2.278809672853284e-15,-0.0,-9.7373644730725305e-16,-0.0,0.0,0.0,-1.9089626453788572e-15,0.0,0.0,0.0,-0.0,0.0,-0.0,-5.1378801485891477e-16,1.2928287383684278e-15,-0.0,2.220777023178427e-15,5.2459108290154293e-16,-1.3949862686341997e-15,-1.4069832464730866e-15,1.8278306927229536e-15,-0.0,-0.0,0.0,-2.2129068176839841e-15,1.2878378239131448e-15,4.8143423592443064e-16,-0.0,0.0,0.0,0.0,-0.0,0.0,1.3098983261350302e-15,-2.0919857050047279e-15,0.0,-0.0,-9.7505472454071894e-16,0.0,-1.5958845158507098e-15,3.0261341559782673e-17,0.0,-2.0339217731602476e-15,-0.0,-0.0,-1.6581617902229883e-15,0.0,2.1299317941617185e-15,3.9693645048834892e-16,4.6687634680711465e-16,9.1024693888773246e-17,-9.1792088838558173e-16,-0.0,0.0,-0.0,-8.5911223020300533e-16,-0.0,0.0,0.0,-0.0,7.0604545561271234e-16,-5.3441562544017365e-16,-0.0,-0.0,-1.2862701694387667e-15,6.6923767549841438e-16,-1.0542048160371844e-15,-2.4073624311680412e-15,-0.0,4.084302836559492e-18,0.0,-2.2310003651215817e-15,-0.0,0.0,-1.1101062588481971e-15,3.1777223755045648e-15,0.0,-0.0,-0.0,8.0095183003782144e-16,2.3008659999793892e-15,0.0,-0.0,-6.0089777029947997e-16,1.7583740319200652e-15,-0.0,-0.0,0.0,-0.0,0.0,-0.0,2.0740537838449678e-16,8.3079513666102069e-16,0.0,-1.7211510645008271e-15,0.0,-1.1736305816981505e-15,-0.0,0.0,0.0
-4.2599563434756245e-16,-2.8704754006110645e-16,0.0,1.2800399204678704e-16,0.0,0.0,1.3833788262532272e-16,5.5593489638110883e-16,0.0,-0.0,-0.0,6.53616646326001e-16,0.0,0.0,-0.0,2.2880635619286362e-16,3.6033151592364632e-16,-8.3184363251109036e-17,1.628194383380386e-16,-0.0,-1.2676283803968321e-16,0.0,3.1582550675065646e-16,0.0,4.0316372984048448e-16,0.0,-6.4909357610277426e-17,-5.2984986825148393e-16,-8.1873865320574787e-17,-3.5206776887871693e-16,0.0,0.0,-3.8525330628327139e-16,-0.0,-0.0,-1.8662118419802029e-16,-0.0,-4.8012298326899882e-16,0.0,-0.0
1.8825833601936483e-16,1.0861991249498658e-68,1.4734080897108138e-78,-2.2204460492503131e-16
