100.37141922616861,0.0,-641.38630332911112,-679.39626887274108,111.76837466475075,-0.0,-222.89500571835617,340.15106561260802,-0.0,0.0,-0.0,-0.0,-394.46722620604714,-113.18475726743281,-287.23928758444532,0.0,579.47673562086038,-0.0,-16.642142908883727,0.0,-393.78860010814918,-0.0,-0.0,12.724673011252719,-0.0,31.957201791425987,0.0,0.0
-100.37141922616861,-0.0,641.38630332911112,679.39626887274108,-111.76837466475075,0.0,222.89500571835617,-340.15106561260802,0.0,-0.0,0.0,0.0,394.46722620604714,113.18475726743281,287.23928758444532,-0.0,-579.47673562086038,0.0,16.642142908883727,-0.0,393.78860010814918,0.0,0.0,-12.724673011252719,0.0,-31.957201791425987,-0.0,-0.0
-100.37141922616861,-0.0,641.38630332911112,679.39626887274108,-111.76837466475075,0.0,222.89500571835617,-340.15106561260802,0.0,-0.0,0.0,0.0,394.46722620604714,113.18475726743281,287.23928758444532,-0.0,-579.47673562086038,0.0,16.642142908883727,-0.0,393.78860010814918,0.0,0.0,-12.724673011252719,0.0,-31.957201791425987,-0.0,-0.0
-100.37141922616861,-0.0,641.38630332911112,679.39626887274108,-111.76837466475075,0.0,222.89500571835617,-340.15106561260802,0.0,-0.0,0.0,0.0,394.46722620604714,113.18475726743281,287.23928758444532,-0.0,-579.47673562086038,0.0,16.642142908883727,-0.0,393.78860010814918,0.0,0.0,-12.724673011252719,0.0,-31.957201791425987,-0.0,-0.0
100.37141922616861,0.0,-641.38630332911112,-679.39626887274108,111.76837466475075,-0.0,-222.89500571835617,340.15106561260802,-0.0,0.0,-0.0,-0.0,-394.46722620604714,-113.18475726743281,-287.23928758444532,0.0,579.47673562086038,-0.0,-16.642142908883727,0.0,-393.78860010814918,-0.0,-0.0,12.724673011252719,-0.0,31.957201791425987,0.0,0.0
100.37141922616861,0.0,-641.38630332911112,-679.39626887274108,111.76837466475075,-0.0,-222.89500571835617,340.15106561260802,-0.0,0.0,-0.0,-0.0,-394.46722620604714,-113.18475726743281,-287.23928758444532,0.0,579.47673562086038,-0.0,-16.642142908883727,0.0,-393.78860010814918,-0.0,-0.0,12.724673011252719,-0.0,31.957201791425987,0.0,0.0
-100.37141922616861,-0.0,641.38630332911112,679.39626887274108,-111.76837466475075,0.0,222.89500571835617,-340.15106561260802,0.0,-0.0,0.0,0.0,394.46722620604714,113.18475726743281,287.23928758444532,-0.0,-579.47673562086038,0.0,16.642142908883727,-0.0,393.78860010814918,0.0,0.0,-12.724673011252719,0.0,-31.957201791425987,-0.0,-0.0
100.37141922616861,0.0,-641.38630332911112,-679.39626887274108,111.76837466475075,-0.0,-222.89500571835617,340.15106561260802,-0.0,0.0,-0.0,-0.0,-394.46722620604714,-113.18475726743281,-287.23928758444532,0.0,579.47673562086038,-0.0,-16.642142908883727,0.0,-393.78860010814918,-0.0,-0.0,12.724673011252719,-0.0,31.957201791425987,0.0,0.0
-100.37141922616861,-0.0,641.38630332911112,679.39626887274108,-111.76837466475075,0.0,222.89500571835617,-340.15106561260802,0.0,-0.0,0.0,0.0,394.46722620604714,113.18475726743281,287.23928758444532,-0.0,-579.47673562086038,0.0,16.642142908883727,-0.0,393.78860010814918,0.0,0.0,-12.724673011252719,0.0,-31.957201791425987,-0.0,-0.0
-100.37141922616861,-0.0,641.38630332911112,679.39626887274108,-111.76837466475075,0.0,222.89500571835617,-340.15106561260802,0.0,-0.0,0.0,0.0,394.46722620604714,113.18475726743281,287.23928758444532,-0.0,-579.47673562086038,0.0,16.642142908883727,-0.0,393.78860010814918,0.0,0.0,-12.724673011252719,0.0,-31.957201791425987,-0.0,-0.0
